,code,Mean-Peak,Mean-SD,SD-X,SD-Y,Mean-X,Mean-y
316,"[72, 45]",14.811118,5.946810,0.020088,0.012642,1368.917864,949.018310
317,"[72, 48]",12.457539,8.296116,0.083180,0.007814,2010.749001,1775.162008
318,"[56, 80]",21.716598,0.977254,0.004319,0.098869,85.197713,1328.912364
319,"[72, 68, 62]",13.607124,7.805975,0.045334,0.471782,1614.039190,1870.886351
320,"[72, 62]",11.726016,8.988001,0.007292,0.426009,1614.070968,1871.111727
321,"[75, 68]",17.955730,2.734619,0.063951,0.039652,1537.766749,1321.390164
322,"[60, 69]",15.476979,5.200270,0.005969,0.007581,1196.107533,693.772089
323,"[74, 46]",15.576798,5.094702,0.041477,0.089725,1091.371183,1091.171253
324,"[46, 66]",17.965949,2.703597,0.075391,0.070831,1135.592722,636.335147
325,"[70, 49]",12.968418,7.691038,0.069299,0.231019,246.153476,1232.492650
326,"[74, 67]",15.806363,4.850771,0.083307,0.045246,34.832464,1193.803642
327,"[72, 70, 55]",18.236374,2.773967,0.005443,0.072655,1939.225411,422.222121
328,"[61, 77, 48]",10.623196,7.208973,0.155590,0.087634,888.650554,950.217664
329,"[47, 57]",14.161628,6.479483,0.097832,0.005233,1243.748179,430.185128
330,"[71, 46, 76]",13.602845,5.990753,0.204540,0.201764,1144.688560,675.647688
331,"[58, 46]",18.805344,1.817500,0.022739,0.000469,1055.818750,650.326806
332,"[58, 46]",18.805344,1.817500,0.022739,0.000469,1055.818750,650.326806
333,"[47, 75]",11.436186,9.186541,0.171856,0.088433,1438.530909,274.138988
334,"[75, 64, 57]",14.698178,4.227523,0.077231,0.037743,892.110989,956.822800
335,"[66, 56, 77, 52]",14.742622,5.300849,0.197452,0.142713,50.536250,1073.646808
336,"[62, 65]",16.258656,4.336217,0.133446,0.036333,1188.573363,1007.904921
337,"[65, 61, 77]",16.890481,4.049980,0.203455,0.128201,845.412431,886.772691
338,"[64, 57, 77]",17.627591,2.313381,0.064183,0.129172,546.809291,183.731532
339,"[64, 57, 77]",17.627591,2.313381,0.064183,0.129172,546.809291,183.731532
340,"[79, 56]",17.947683,2.511735,0.003020,0.053679,1849.920287,1978.972427
341,"[74, 55]",16.739951,3.714186,0.021325,0.091238,135.573185,1088.536690
342,"[72, 53, 65]",9.228973,8.004454,0.215359,0.365450,737.609687,694.083122
343,"[72, 53, 65]",9.228973,8.004454,0.215359,0.365450,737.609687,694.083122
344,"[74, 67]",13.899609,6.525551,0.026939,0.064952,846.637764,977.432675
345,"[77, 62, 48]",14.010081,7.873531,0.145524,0.153641,1669.944303,1651.161261
346,"[66, 61, 48]",12.870844,8.282725,0.074083,0.239936,1135.933906,745.607040
347,"[55, 67, 73, 48]",14.646730,5.089393,0.205730,0.084802,1533.238564,1087.947666
348,"[55, 73, 66]",13.327229,6.978329,0.119647,0.152223,1533.296263,1088.093706
349,"[76, 61, 45]",15.741923,3.327213,0.146815,0.113455,1124.248783,1333.286347
350,"[61, 65, 79]",15.363313,4.461301,0.287737,0.277456,1298.411862,978.843187
351,"[76, 57]",16.179943,4.166814,0.018370,0.076091,1820.163251,1362.080246
352,"[65, 72, 60, 53]",12.749724,6.914236,0.125801,0.242839,790.187444,158.791482
353,"[65, 72, 60]",13.648640,4.759663,0.251343,0.154526,899.275422,1060.730431
354,"[79, 57]",14.341374,5.953645,0.152733,0.075072,886.705965,915.177756
355,"[69, 45, 55]",16.744166,2.657107,0.147617,0.152983,1452.572429,342.886425
356,"[70, 57, 76, 47]",13.169020,5.514199,0.138789,0.491839,918.014846,974.978323
357,"[63, 80, 62]",16.483698,3.178081,0.042137,0.041842,854.237185,1114.827724
358,"[56, 68, 79]",13.820218,4.587873,0.118261,0.110258,2000.809484,1781.792671
359,"[56, 68, 79]",13.820218,4.587873,0.118261,0.110258,2000.809484,1781.792671
360,"[65, 79]",13.138974,7.131841,0.351963,0.338819,1298.401679,978.858182
361,"[79, 46, 56, 66]",11.035149,6.934087,0.085331,0.202696,1506.550608,1867.526462
362,"[65, 55, 73]",15.043331,3.710445,0.113281,0.090746,102.063956,1229.486400
363,"[69, 58, 76, 46]",16.128167,3.635128,0.038924,0.080789,1834.694981,958.066980
364,"[79, 49]",11.781613,8.468800,0.024523,0.192883,106.286736,1176.377692
365,"[72, 70]",17.483549,2.753110,0.096050,0.083433,677.354067,1933.521581
366,"[55, 73, 67, 49]",10.574985,6.912049,0.357863,0.142693,1572.318993,62.900205
367,"[52, 79, 56, 68]",13.734131,3.847375,0.067167,0.057494,1844.291277,2043.421466
368,"[65, 49, 55]",9.674545,7.439045,0.072310,0.137015,472.065921,1274.609062
369,"[71, 57]",14.796782,5.389330,0.006645,0.131619,2007.295645,1718.558112
370,"[71, 57]",14.796782,5.389330,0.006645,0.131619,2007.295645,1718.558112
371,"[72, 65, 60, 53]",13.122258,6.093906,0.116730,0.122245,1821.132969,1776.495841
372,"[79, 71, 61, 53]",12.245852,5.586827,0.102803,0.141329,1583.721526,339.945490
373,"[79, 61, 53]",11.614107,6.326171,0.099366,0.155711,1583.689055,339.969913
374,"[65, 60]",15.148908,5.022152,0.226651,0.027998,1958.349962,401.856985
375,"[58, 46]",12.387339,7.774291,0.071825,0.235864,1590.088495,1430.946587
376,"[47, 79, 57, 69]",10.168595,6.657049,0.196962,0.272372,304.159796,1777.526339
377,"[63, 76]",16.760700,3.392020,0.063342,0.000198,768.782814,677.831990
378,"[65, 72, 60, 53]",13.008285,5.446339,0.183380,0.226300,601.844683,2026.791592
379,"[74, 58]",15.238796,4.883000,0.134760,0.101309,1894.656452,1603.463334
380,"[47, 60, 80]",11.104213,6.715656,0.146681,0.301173,917.384952,1070.315495
381,"[69, 57, 79]",14.160432,4.405578,0.323062,0.122587,912.178933,1002.730043
382,"[69, 61, 75]",8.329355,8.333818,0.280485,0.099163,912.478352,1003.007309
383,"[58, 67, 74, 46]",10.781996,5.509269,0.157641,0.071074,1939.319394,1635.671411
384,"[57, 63, 53]",10.687475,7.519047,0.104912,0.099810,1366.027272,425.606450
385,"[55, 69, 73]",8.830908,8.057282,0.272788,0.307228,944.213720,1051.850113
386,"[61, 77]",13.429281,6.615555,0.024457,0.410561,733.344415,702.446347
387,"[71, 56, 73]",16.807314,3.342702,0.093124,0.020284,375.050607,1665.849639
388,"[65, 79]",15.735749,4.280888,0.194259,0.116663,1159.431431,1375.179865
389,"[72, 55, 70]",11.640198,5.996183,0.240734,0.155338,1053.131285,342.480850
390,"[79, 61, 53]",14.033627,6.356068,0.026406,0.102912,800.384904,1922.937780
391,"[78, 45]",13.077619,6.883985,0.011585,0.092647,251.257912,1228.908530
392,"[61, 79, 52, 65]",8.516129,6.993616,0.214821,0.297809,1701.840360,371.666709
393,"[47, 63, 57, 79]",11.573821,4.877091,0.187577,0.145935,399.904473,1771.648898
394,"[71, 61, 79, 53]",14.964788,6.624669,0.076051,0.188402,1399.160269,318.282903
395,"[71, 61, 79, 53]",14.964788,6.624669,0.076051,0.188402,1399.160269,318.282903
396,"[56, 46, 65, 79]",9.350013,6.142820,0.062996,0.110192,1198.090743,698.102495
397,"[46, 58]",18.007943,1.896151,0.111221,0.139920,1754.499927,1801.387703
398,"[55, 78]",12.573760,7.323669,0.312062,0.000974,1162.403125,442.024661
399,"[56, 66, 52]",15.242421,5.925204,0.118274,0.119431,50.633711,1073.590036
400,"[79, 53, 70, 55]",8.782875,6.737824,0.257833,0.398478,1074.125991,1393.769868
401,"[65, 47]",15.204381,4.629811,0.106842,0.374019,1084.733671,1661.414344
402,"[71, 61]",20.637852,0.825105,0.015881,0.015083,1798.591144,1842.691768
403,"[70, 76]",14.888532,4.922770,0.003258,0.028446,1223.393277,362.398101
404,"[75, 57, 51, 64]",11.388510,4.944188,0.177045,0.491693,1104.269356,1354.608632
405,"[75, 64, 48]",10.247095,6.906977,0.084806,0.717529,1104.284263,1354.877034
406,"[66, 77, 56, 52]",15.480440,3.944552,0.060427,0.151133,718.182402,1939.117297
407,"[66, 77, 56]",17.609560,1.616589,0.059721,0.117625,718.200443,1939.181756
408,"[79, 56]",14.260571,5.527841,0.085306,0.046889,1533.292025,1282.505971
409,"[52, 77]",12.263390,7.492263,0.099171,0.144257,24.572954,320.226682
410,"[61, 71, 79]",17.125995,2.171793,0.094053,0.042726,895.011999,1936.109071
411,"[67, 55, 73]",13.849873,7.173847,0.138406,0.082589,128.240231,1244.625599
412,"[60, 72, 65, 53]",13.393130,6.596907,0.157818,0.149048,168.020352,2014.504445
413,"[79, 61, 66, 53]",7.161459,7.431732,0.281341,0.475448,904.399259,1924.994374
414,"[58, 46, 67]",12.428050,5.277889,0.201350,0.145562,1375.072556,280.633408
415,"[72, 70]",20.178124,0.471025,0.003564,0.009021,1939.222159,422.273231
416,"[68, 77]",11.302471,8.399818,0.453414,0.040968,1863.465645,920.437317
417,"[75, 51, 57]",13.790673,4.203571,0.065203,0.066530,1076.424400,1872.623564
418,"[65, 61]",17.963034,1.736447,0.028275,0.003006,846.239961,921.907221
419,"[65, 58]",19.455362,0.243334,0.009224,0.004822,1406.220875,1027.011166
420,"[69, 79]",14.761654,4.933336,0.032720,0.031912,974.100351,1862.469061
421,"[47, 65, 73]",10.240909,7.455716,0.298977,0.222409,2013.650279,401.631946
422,"[70, 76, 49]",12.499954,6.320452,0.200664,0.162286,1627.067042,1918.203179
423,"[67, 58, 74]",16.998629,1.884751,0.155284,0.039360,1119.221692,1585.036281
424,"[67, 58, 74]",16.998629,1.884751,0.155284,0.039360,1119.221692,1585.036281
425,"[61, 76]",17.209203,2.446316,0.087084,0.109572,1261.814103,297.164784
426,"[56, 65]",12.403766,7.236317,0.371960,0.286892,199.188565,1974.846481
427,"[56, 46]",18.713798,0.921015,0.013621,0.082646,1084.912835,798.115177
428,"[72, 65]",16.907108,2.724179,0.232401,0.225669,601.896188,2026.701558
429,"[64, 76, 48]",9.622144,7.286832,0.163347,0.136154,267.937856,1734.747623
430,"[55, 76, 63, 46]",14.015596,3.909311,0.078981,0.106952,1172.255656,1072.159813
431,"[78, 57]",14.511735,5.085517,0.214734,0.101605,331.371974,1023.799105
432,"[70, 62]",15.452175,4.134946,0.127731,0.076951,399.460212,1643.205633
433,"[72, 59, 69, 53]",9.096878,7.557979,0.088180,0.219633,661.652080,1208.865840
434,"[56, 77, 64]",13.577297,4.279458,0.013417,0.076611,1113.217154,1134.747112
435,"[61, 65, 51]",14.179928,6.720365,0.343794,0.255952,646.628458,1922.550184
436,"[63, 78, 58, 45]",12.194834,4.681991,0.041138,0.118239,1519.886480,1058.899809
437,"[63, 45]",13.050444,6.509585,0.007621,0.085714,1519.926185,1058.922253
438,"[74, 46]",16.102821,3.447034,0.149040,0.270077,127.213128,993.638756
439,"[64, 46, 57, 79]",12.798925,4.469201,0.277710,0.142848,1145.403291,675.132568
440,"[61, 79]",19.282419,0.259698,0.064488,0.039494,854.301565,1508.926641
441,"[66, 77]",14.304854,5.205309,0.143510,0.205059,149.940759,1266.483562
442,"[63, 59, 47]",12.587469,4.990188,0.228290,0.513508,2026.712531,1714.640981
443,"[58, 75, 49]",13.581224,5.268372,0.086106,0.104459,626.342816,1932.346284
444,"[52, 71, 80]",13.310894,4.391941,0.047904,0.264021,507.611380,234.275444
445,"[46, 67, 74, 58]",14.101190,3.599706,0.209039,0.149720,1527.610351,355.348561
446,"[77, 48]",11.100762,8.303655,0.229183,0.120680,1506.988194,1057.148753
447,"[58, 75]",10.586377,8.800505,0.044301,0.137692,1666.130641,1218.061809
448,"[65, 72, 60, 53]",11.979974,6.646839,0.246368,0.359983,661.668523,1882.611932
449,"[63, 76]",16.113893,3.260642,0.081083,0.119140,104.539913,1301.401492
450,"[65, 77, 46]",15.916730,3.403851,0.098755,0.029323,863.492814,1363.104496
451,"[76, 66, 49]",8.355199,7.819488,0.402025,0.083206,1064.981640,1411.074038
452,"[63, 47, 57, 79]",12.156872,4.929860,0.255669,0.101694,426.607462,592.601348
453,"[63, 46]",20.832458,1.511214,0.025817,0.042875,1508.052058,1059.670845
454,"[47, 63]",12.856430,6.462905,0.095370,0.184539,898.698493,769.895063
455,"[72, 70, 45]",11.998250,6.380005,0.212617,0.088472,307.630420,1956.191204
456,"[74, 67, 46]",12.961365,5.746693,0.339795,0.042913,1481.373134,1403.199112
457,"[71, 55, 73, 53]",12.485912,5.274922,0.135296,0.110538,1485.429266,1918.743615
458,"[65, 56, 79, 51]",11.188990,6.229772,0.072093,0.314419,1543.160761,20.374998
459,"[65, 75]",10.608391,8.659736,0.014561,0.427977,1543.151114,20.067781
460,"[77, 52]",16.949709,2.310485,0.033268,0.030265,975.567258,1023.787311
461,"[67, 73, 58, 46]",12.755117,3.819197,0.249195,0.157359,1684.390416,2036.440105
462,"[71, 57, 53]",9.850115,6.744325,0.352377,0.243833,43.184596,93.982682
463,"[47, 79, 57, 63]",13.218137,3.585400,0.176096,0.154567,1276.029347,1037.541677
464,"[66, 60]",10.600610,8.627702,0.046267,0.301207,806.219784,1388.295050
465,"[72, 65, 56]",14.784675,4.164279,0.072408,0.077970,328.902729,681.874832
466,"[66, 59]",20.368957,1.144003,0.100377,0.181225,812.101568,1438.432293
467,"[72, 65, 59, 45]",13.468505,5.594738,0.126805,0.091149,1743.014315,1058.775356
468,"[80, 69]",16.994240,2.205158,0.038916,0.003950,1363.025229,101.962275
469,"[70, 47, 60]",11.123277,5.909303,0.144237,0.023943,948.686816,517.062260
470,"[66, 46, 79]",14.495131,3.427036,0.068285,0.049108,1535.717950,2007.987526
471,"[55, 46, 67, 74]",8.918485,6.799533,0.222117,0.339390,1339.938347,199.491633
472,"[55, 74]",10.090176,9.098811,0.190741,0.372660,1340.114307,199.295133
473,"[47, 79]",13.795783,5.393053,0.177460,0.178213,1705.312596,1991.233833
474,"[78, 64, 59]",13.807259,3.811554,0.171960,0.242200,86.838225,1054.554491
475,"[73, 63]",18.023029,1.158636,0.066449,0.017414,1071.013123,551.148038
476,"[71, 76]",13.937383,5.243922,0.066244,0.225685,469.185628,1503.760782
477,"[76, 58, 67]",10.764134,6.022776,0.169332,0.065012,1552.676564,291.570669
478,"[55, 73]",20.717487,1.585469,0.106506,0.062663,788.008563,807.604305
479,"[65, 60, 72, 53]",10.858887,5.547791,0.057985,0.374684,1956.283365,1959.659913
480,"[79, 57]",13.163586,5.918062,0.146698,0.015954,935.897097,1060.878309
481,"[72, 58, 68]",11.765017,7.683411,0.330015,0.297353,853.099849,1157.935660
482,"[72, 58]",17.074698,1.993511,0.069265,0.122662,852.869945,1158.133635
483,"[72, 58]",17.074698,1.993511,0.069265,0.122662,852.869945,1158.133635
484,"[68, 46]",18.426903,0.637079,0.025406,0.003021,750.843962,773.573769
485,"[71, 61, 73]",10.005565,7.116806,0.233071,0.120015,909.916121,1935.826855
486,"[51, 77]",12.459033,6.596960,0.023728,0.093149,1116.165311,1066.690939
487,"[65, 79]",17.866174,1.187776,0.044552,0.012413,645.906784,357.869975
488,"[46, 58, 72, 66]",9.122313,6.083979,0.481027,0.533743,1895.776731,1597.171673
489,"[58, 74, 67, 46]",13.473034,3.261647,0.052248,0.068987,617.330913,1942.606024
490,"[71, 73, 52]",11.670588,5.571149,0.081195,0.166319,708.588914,1905.856936
491,"[71, 76, 55, 46]",9.945436,5.412572,0.389659,0.085913,1511.225354,173.046616
492,"[79, 61]",14.585549,4.379486,0.190143,0.098339,786.937629,1430.236812
493,"[72, 60]",15.612534,3.350371,0.041044,0.115835,112.290039,1233.091721
494,"[72, 46, 65, 58]",17.729812,0.965875,0.078733,0.004227,1977.430915,1092.902772
495,"[55, 53]",11.187314,7.767187,0.141390,0.065914,826.739972,144.432167
496,"[73, 55]",17.093441,1.813717,0.016934,0.002373,1628.710151,1291.188805
497,"[76, 56, 63, 45]",8.366812,6.670738,0.230721,0.331799,335.145283,660.816306
498,"[47, 70, 60]",10.748526,5.869366,0.162158,0.036364,1897.836839,1824.794295
499,"[61, 63, 75]",13.843918,8.416318,0.379498,0.229070,73.181986,1029.676497
500,"[75, 60]",13.324098,5.531058,0.146728,0.155080,876.543058,1167.883929
501,"[65, 72, 57, 53]",10.944734,7.964717,0.231615,0.413157,790.042195,158.502629
502,"[58, 74, 65, 48]",11.253497,4.775773,0.241840,0.160001,295.111256,861.027160
503,"[79, 71, 61, 53]",11.864325,5.739428,0.167150,0.047334,1487.187775,1314.718176
504,"[58, 48]",10.382242,8.465258,0.100711,0.181954,437.891959,1177.801105
505,"[65, 76, 60]",10.876925,5.732114,0.329026,0.101210,1825.957037,1657.681841
506,"[47, 57]",14.410678,4.426809,0.006375,0.007896,979.523312,1990.032982
507,"[63, 58, 74]",15.268866,2.680759,0.053721,0.080404,162.395535,1700.165384
508,"[79, 60, 69]",12.378099,6.513214,0.268341,0.118038,1884.156324,1638.907512
509,"[65, 75, 59, 49]",7.748257,6.571512,0.336056,0.200949,1406.555437,857.098581
510,"[47, 79, 57]",11.705864,5.748667,0.237376,0.093075,1549.101034,1286.199974
511,"[47, 63, 57]",14.401138,3.543693,0.048726,0.046372,1733.421305,1665.630743
512,"[71, 55, 74, 53]",9.138267,5.875582,0.152109,0.292019,543.942007,323.906478
513,"[55, 67, 48]",11.260756,5.768272,0.134742,0.143423,1593.674302,1044.071066
514,"[47, 79, 63]",11.634021,5.065017,0.140164,0.084952,704.787354,1447.209314
515,"[61, 64, 53, 72]",11.516815,5.903810,0.078470,0.398094,1106.057517,1369.100001
516,"[78, 61, 53]",12.544811,5.663077,0.044484,0.061688,1856.025429,1705.224084
517,"[51, 77]",12.004961,6.757615,0.009584,0.076064,177.828148,1023.729042
518,"[51, 77]",12.004961,6.757615,0.009584,0.076064,177.828148,1023.729042
519,"[76, 63, 57]",14.027152,4.450652,0.081419,0.135401,1402.250090,1060.060221
520,"[76, 63]",17.008827,1.743930,0.081682,0.036851,1402.283113,1059.966872
521,"[71, 61]",14.089272,4.653930,0.037312,0.075728,1745.836477,632.361724
522,"[47, 63, 79, 57]",12.677830,4.406252,0.160449,0.167453,917.640749,1030.273545
523,"[65, 60]",14.568514,4.168602,0.133443,0.007215,2034.035803,280.970088
524,"[69, 72, 55]",14.759930,3.224151,0.137453,0.201889,1237.987995,1120.956614
525,"[64, 61, 76, 48]",11.642348,6.611423,0.114955,0.249410,1235.322832,254.189110
526,"[64, 61]",17.527984,1.191402,0.048331,0.131988,1235.302031,254.118329
527,"[47, 57, 78]",12.290038,4.648798,0.160980,0.014978,100.810552,1360.640546
528,"[47, 65, 72, 57]",10.230781,5.032646,0.150752,0.220115,656.670679,1617.534603
529,"[70, 76]",23.533718,4.839015,0.027087,0.075484,897.751292,1175.896806
530,"[47, 63, 79]",17.520314,5.262313,0.103771,0.067831,971.770279,472.784785
531,"[63, 79]",14.631632,4.062567,0.095584,0.074148,971.721918,472.763154
532,"[77, 70]",14.689666,4.001519,0.067404,0.347836,307.837490,1955.739928
533,"[46, 64, 79, 57]",7.392103,6.655951,0.053634,0.400116,351.426691,1939.432828
534,"[61, 71]",19.718417,1.052160,0.072389,0.033811,929.665468,1919.809121
535,"[65, 61]",18.165565,0.488560,0.020889,0.052398,1129.564797,947.940375
536,"[76, 69, 45, 59]",13.909916,3.920592,0.182391,0.101792,652.903438,1992.988422
537,"[58, 67]",14.081019,4.553334,0.060160,0.048548,1327.161202,798.124466
538,"[76, 46, 65]",13.904724,7.931559,0.334310,0.224926,596.611224,1883.779019
539,"[63, 77, 48]",11.116612,6.771997,0.387847,0.086439,1622.066359,173.360001
540,"[64, 77]",14.320679,4.266967,0.029177,0.137399,739.209492,1915.981190
541,"[56, 70, 79]",13.264055,3.760917,0.085124,0.190168,1787.481670,1800.852503
542,"[47, 79]",14.642455,3.927009,0.213130,0.085014,952.680266,942.040882
543,"[73, 67, 55]",13.854750,3.377987,0.093259,0.034974,887.133502,215.798496
544,"[71, 78]",14.748854,3.744149,0.074588,0.057851,1182.419612,1071.252691
545,"[77, 62]",15.138978,3.348928,0.068667,0.086596,250.334984,1232.029144
546,"[64, 46, 76]",13.356158,3.610844,0.098077,0.083706,809.681753,1107.016425
547,"[58, 72, 46]",13.286875,4.119397,0.069713,0.057319,1852.577850,1367.743358
548,"[46, 78, 63]",11.336838,5.092372,0.039455,0.169053,253.406387,983.014112
549,"[46, 71, 57, 78]",11.739386,5.530910,0.431928,0.283157,1144.979306,675.455077
550,"[71, 79, 61, 53]",13.455538,5.421672,0.058864,0.152824,1185.704773,930.620192
551,"[58, 74, 46]",12.295814,4.377677,0.050950,0.075266,202.554529,1093.832461
552,"[65, 61, 79, 48]",9.815360,6.545307,0.247940,0.147568,1719.470885,367.305676
553,"[63, 46, 57]",11.790447,5.050854,0.145986,0.101660,1277.940587,749.876539
554,"[69, 80]",15.750529,2.659147,0.001299,0.122776,1499.353053,1853.293278
555,"[55, 46, 66, 72]",9.397464,5.385791,0.216088,0.541452,1445.644484,326.229256
556,"[72, 65]",12.838414,5.556824,0.344617,0.291238,1285.299141,1086.950169
557,"[46, 74, 67]",15.659285,2.047255,0.115017,0.062548,956.190032,452.116478
558,"[74, 63]",15.806237,2.581027,0.167472,0.200271,144.625155,2021.428017
559,"[55, 72]",20.684240,2.304778,0.023258,0.096925,1119.473506,1886.817162
560,"[58, 74]",15.093888,3.281699,0.134573,0.090701,906.011143,1928.523834
561,"[63, 79, 47, 57]",13.902270,3.553645,0.110855,0.067018,840.660561,808.195501
562,"[63, 57]",13.414434,4.959043,0.008639,0.018069,840.713767,808.178745
563,"[77, 64, 51]",13.925719,3.144082,0.095556,0.037219,572.770256,1696.441467
564,"[65, 55, 73]",15.449970,2.386867,0.155397,0.059850,1158.985035,700.640968
565,"[74, 58, 67]",14.052093,4.313798,0.116898,0.141403,1854.484532,1236.795898
566,"[66, 78, 50]",10.229499,5.830490,0.151816,0.311450,802.356458,1142.728120
567,"[57, 63]",17.418894,0.912868,0.149205,0.038471,1920.076822,1674.208701
