,code,Mean-Peak,Mean-SD,SD-X,SD-Y,Mean-X,Mean-y
15777,"[78, 65]",3.229401,0.832280,0.182555,0.256291,1598.538312,89.932874
15778,"[62, 77]",3.070603,0.991000,0.037044,0.157537,1359.006001,66.121427
15779,"[55, 73]",3.628699,0.432079,0.053752,0.217536,1090.885614,1089.101577
15780,"[62, 71, 51]",3.059141,1.261152,0.064041,0.273727,835.266800,1454.927385
15781,"[65, 61]",2.863663,1.197018,0.070511,0.142915,1797.705475,1159.576715
15782,"[70, 78]",3.839953,0.220368,0.261422,0.052297,1391.832715,2029.253147
15783,"[71, 51]",2.890278,1.169345,0.281558,0.213640,255.879267,1226.325349
15784,"[56, 80, 71, 48]",3.122043,0.619361,0.111766,0.113421,1551.961489,126.629764
15785,"[65, 72]",3.616672,0.442815,0.061029,0.221550,1248.244678,896.092606
15786,"[77, 64, 59, 51]",3.003700,0.780560,0.225418,0.056661,283.691594,120.809725
15787,"[80, 64]",3.782518,0.276814,0.164834,0.096149,243.899657,1260.895716
15788,"[72, 46]",2.783613,1.275405,0.021349,0.015140,895.397624,1212.426204
15789,"[69, 77]",3.132356,0.925778,0.237692,0.299949,1563.058875,1420.481023
15790,"[47, 57, 63]",2.534281,1.087999,0.082046,0.005555,34.911996,158.129043
15791,"[73, 55]",3.803757,0.253961,0.017843,0.131268,1878.826631,1492.563955
15792,"[75, 53]",3.002980,1.054506,0.229625,0.160452,1159.561099,443.374135
15793,"[69, 46, 59, 79]",2.832079,0.758708,0.139629,0.467984,372.559500,453.550527
15794,"[62, 79]",3.345250,0.711519,0.054362,0.135737,9.513088,1384.954729
15795,"[75, 68]",3.228228,0.828503,0.072867,0.004355,1552.631348,938.527048
15796,"[70, 57]",4.700772,0.644095,0.275253,0.239367,1892.908713,1546.417791
15797,"[60, 47]",3.578562,0.477213,0.053249,0.002909,1852.134947,547.989233
15798,"[60, 47]",3.578562,0.477213,0.053249,0.002909,1852.134947,547.989233
15799,"[70, 62, 52]",4.180346,1.177476,0.069172,0.156813,272.638768,868.652875
15800,"[55, 73]",3.436520,0.618831,0.153366,0.118002,1824.967191,1181.289382
15801,"[70, 62, 78]",2.753631,1.025422,0.207536,0.169637,1951.874633,828.791574
15802,"[56, 69]",2.472950,1.582260,0.428820,0.039541,1083.494055,1651.736182
15803,"[70, 59, 73]",2.416976,1.311744,0.171936,0.374460,1016.939048,783.911620
15804,"[58, 74]",3.484007,0.570958,0.259200,0.152508,1594.580121,1816.850498
15805,"[58, 71, 52, 72]",2.746071,0.895877,0.187014,0.310444,1274.809868,303.758905
15806,"[58, 67]",2.987589,1.066116,0.164161,0.226238,698.400191,1449.458855
15807,"[63, 55]",3.097729,0.955585,0.092359,0.102671,1228.889613,1133.839547
15808,"[68, 57]",3.301790,0.750215,0.023763,0.123583,1305.656564,623.678854
15809,"[60, 78]",2.506871,1.544301,0.029920,0.435642,402.128930,418.955383
15810,"[66, 53]",2.610079,1.439923,0.296364,0.235899,1280.590325,1056.940952
15811,"[58, 74, 46]",2.735832,0.941577,0.288711,0.208695,950.413875,481.295565
15812,"[63, 47]",2.918696,1.130669,0.033788,0.241760,1821.138538,1286.846555
15813,"[55, 64, 45]",2.624230,1.132885,0.489602,0.155031,2045.828697,454.625457
15814,"[64, 57]",3.202212,0.846528,0.094051,0.272696,1046.860627,910.049676
15815,"[75, 70, 45, 57]",2.535303,0.923782,0.074660,0.179147,1403.855577,39.459087
15816,"[65, 72, 52]",2.684022,1.001735,0.156310,0.160361,1462.394973,996.369854
15817,"[65, 52]",2.859915,1.188442,0.026284,0.000563,1462.285492,996.256462
15818,"[55, 46, 68]",2.708497,0.998629,0.212669,0.233332,668.884424,1878.007148
15819,"[77, 64]",3.210879,0.837249,0.063187,0.202107,1020.661896,2003.751993
15820,"[75, 64]",2.847366,1.200727,0.361307,0.173202,1953.244238,1778.340910
15821,"[47, 63]",2.822011,1.225999,0.248142,0.085284,61.439676,1236.298610
15822,"[55, 70]",2.926208,1.121684,0.300501,0.258303,255.391348,141.492233
15823,"[73, 64]",2.635672,1.411853,0.041759,0.274201,1595.831392,1954.988678
15824,"[70, 76]",2.738979,1.308538,0.050052,0.222818,432.247036,1377.974559
15825,"[64, 61, 46]",2.791237,0.925541,0.239302,0.133962,1017.588990,1973.762995
15826,"[69, 59, 73]",3.013303,0.732417,0.217659,0.162714,1032.021405,524.507235
15827,"[69, 59]",3.298975,0.748216,0.200878,0.146229,1032.122584,524.585403
15828,"[76, 70]",4.850640,0.804343,0.346494,0.330008,1253.557278,780.038581
15829,"[63, 79]",3.470681,0.575384,0.223427,0.259982,18.330642,37.277245
15830,"[68, 79, 56]",2.874439,0.994386,0.091942,0.198711,429.342843,1732.477102
15831,"[79, 56, 68]",3.111445,0.698860,0.167003,0.086876,934.012557,695.855136
15832,"[64, 77]",3.533756,0.511205,0.126429,0.074098,1783.847309,1655.896690
15833,"[46, 56]",6.248891,2.204411,0.062427,0.243254,952.261871,954.443957
15834,"[76, 63, 57]",2.570844,1.053732,0.151675,0.197534,1940.782431,1915.576822
15835,"[77, 62]",3.689874,0.354126,0.040498,0.004861,64.652522,196.151731
15836,"[66, 78, 58]",2.145902,1.342897,0.507868,0.093118,1620.603319,1815.806690
15837,"[75, 65]",5.654381,1.610546,0.053686,0.077743,1107.344287,431.153218
15838,"[52, 55]",4.445540,0.401802,0.031726,0.037805,469.209461,1269.413291
15839,"[80, 70]",3.336714,0.706963,0.110978,0.146374,348.762208,1977.894785
15840,"[80, 53]",3.209077,0.834463,0.009817,0.092455,878.951171,743.817560
15841,"[55, 68]",2.867560,1.175783,0.160290,0.200925,1828.340895,1949.485225
15842,"[46, 66]",2.639840,1.403464,0.132862,0.241350,911.672033,573.106327
15843,"[56, 78, 52]",2.467716,1.114212,0.095105,0.042812,1529.141426,846.697991
15844,"[71, 62, 78]",2.820722,0.916943,0.176061,0.112084,535.577101,23.316535
15845,"[79, 70]",3.122431,0.920251,0.135188,0.072100,1541.062710,1069.983252
15846,"[75, 46]",2.709435,1.332719,0.281821,0.226666,993.753948,1945.389457
15847,"[75, 61]",2.726875,1.315071,0.083197,0.116103,2032.947177,1748.850390
15848,"[58, 67]",3.638036,0.403700,0.004011,0.230249,1868.074705,1673.189367
15849,"[79, 50, 64, 56]",3.037489,0.613158,0.104343,0.264002,752.072590,628.728554
15850,"[79, 50, 64, 56]",3.037489,0.613158,0.104343,0.264002,752.072590,628.728554
15851,"[69, 78, 59]",2.498583,1.106271,0.241068,0.283403,1067.723539,523.886875
15852,"[73, 55, 48]",3.216988,0.714141,0.106264,0.228267,1718.959273,1914.105754
15853,"[65, 77]",2.956846,1.083430,0.246441,0.080115,914.607041,972.581303
15854,"[77, 64]",2.803325,1.236855,0.029846,0.253075,1586.217801,928.657974
15855,"[51, 59, 75]",2.761988,1.216678,0.238219,0.211983,1404.080022,840.528485
15856,"[63, 78]",3.321080,0.718403,0.191651,0.194289,1854.135923,2030.927111
15857,"[65, 51, 79]",5.215263,2.544034,0.178432,0.195304,953.649739,651.197633
15858,"[61, 79]",3.188908,0.850194,0.286076,0.174411,885.656321,1805.031039
15859,"[65, 52]",3.556200,0.482845,0.145653,0.140810,1016.293841,793.928731
15860,"[69, 55]",3.042210,0.996799,0.159263,0.250212,1313.352437,1008.641624
15861,"[60, 73]",3.556912,0.481971,0.066717,0.036318,1899.342856,10.467989
15862,"[60, 73]",3.556912,0.481971,0.066717,0.036318,1899.342856,10.467989
15863,"[70, 76]",3.286230,0.752375,0.033085,0.074332,1098.513366,440.928301
15864,"[75, 67]",3.618793,0.419757,0.078227,0.166944,669.996710,1862.156012
15865,"[79, 67]",2.952520,1.085813,0.073129,0.180491,818.244082,1174.763866
15866,"[79, 59]",2.939995,1.098286,0.055806,0.316216,861.379358,942.385530
15867,"[70, 56]",2.565712,1.472478,0.280034,0.207617,472.876745,1969.253029
15868,"[78, 54, 49]",2.211909,1.294051,0.316853,0.159892,260.863266,1756.375331
15869,"[73, 71]",2.607877,1.430161,0.183666,0.329234,1627.455136,1069.191880
15870,"[65, 62]",2.658965,1.378855,0.085194,0.305442,1404.614557,838.046126
15871,"[65, 52]",2.977305,1.060393,0.411146,0.223272,1280.440491,1114.796927
15872,"[78, 49]",2.921081,1.116186,0.281015,0.185058,1710.551111,1056.474804
15873,"[46, 78]",2.754152,1.282700,0.344070,0.048711,1208.856434,793.751954
15874,"[46, 74]",2.625300,1.411366,0.313710,0.273217,169.263271,1699.416223
15875,"[69, 76]",2.852594,1.183934,0.245114,0.207122,1703.088618,371.103169
15876,"[63, 78, 47]",2.344611,1.238734,0.314525,0.371634,473.775490,1313.524418
15877,"[78, 71]",2.986255,1.050212,0.004210,0.359477,1670.527340,345.600687
15878,"[55, 80]",3.571084,0.465367,0.255242,0.004390,864.046520,947.488893
15879,"[71, 55]",3.648258,0.387542,0.008863,0.076368,1044.287519,922.840168
15880,"[65, 52, 56]",2.782433,0.983207,0.193435,0.311111,1438.663494,1388.566525
15881,"[65, 59]",2.698094,1.337147,0.400999,0.006862,1438.339468,1388.904762
15882,"[73, 55]",3.029311,1.005446,0.161336,0.190343,478.973878,177.834013
15883,"[79, 46]",2.979823,1.054897,0.187138,0.078424,1919.528780,846.058139
15884,"[55, 47]",2.728224,1.306333,0.338117,0.216684,641.108434,1610.020544
15885,"[74, 46, 58]",2.285629,1.236825,0.141836,0.378353,622.784332,1327.333649
15886,"[57, 65]",2.681003,1.353255,0.374214,0.276529,824.856218,576.574069
15887,"[70, 78]",3.271134,0.763056,0.110041,0.006240,1010.002857,485.611007
15888,"[60, 69, 48]",2.250787,1.264146,0.079031,0.332834,657.140350,1907.884553
15889,"[52, 61]",2.713866,1.319180,0.324722,0.102663,985.209134,945.973747
15890,"[58, 75]",3.028311,1.004614,0.014715,0.078160,313.245787,957.862172
15891,"[55, 75]",3.451038,0.581834,0.178385,0.028844,469.658699,1740.784044
15892,"[69, 59]",5.559107,1.526582,0.020338,0.026272,165.189185,781.351944
15893,"[58, 76, 66]",2.556401,1.073568,0.154400,0.030180,1351.688175,997.098232
15894,"[78, 70]",2.661376,1.371092,0.077100,0.344591,949.520478,1789.501101
15895,"[65, 52]",3.976113,0.055671,0.023396,0.059762,872.869824,1209.126227
15896,"[53, 73, 54, 66]",3.144874,0.682662,0.098417,0.246810,807.923424,1186.370243
15897,"[69, 51]",3.375332,0.656095,0.016755,0.082824,894.175904,770.296437
15898,"[47, 75, 61]",2.420663,1.142957,0.221806,0.370573,428.224785,1950.151099
15899,"[49, 79]",2.832848,1.197699,0.111509,0.453753,382.967967,1872.664214
15900,"[73, 64]",3.667328,0.363012,0.074103,0.024781,1169.070853,894.371929
15901,"[70, 80]",3.262103,0.768139,0.282782,0.125043,167.586416,2014.543547
15902,"[51, 56]",2.620657,1.409375,0.230242,0.196366,1454.145949,882.906595
15903,"[78, 57, 67]",3.241113,0.605193,0.067349,0.103639,1010.365038,970.917843
15904,"[78, 57, 67]",3.241113,0.605193,0.067349,0.103639,1010.365038,970.917843
15905,"[47, 76, 65]",2.392681,1.164826,0.190467,0.142300,1614.402599,1315.497861
15906,"[66, 59]",3.073891,0.954128,0.131913,0.187478,1353.749197,486.828572
15907,"[79, 47, 62]",3.648033,0.269516,0.290012,0.192096,813.308098,1877.756474
15908,"[51, 77]",2.852278,1.175328,0.440495,0.075518,907.473569,1933.319449
15909,"[78, 46]",2.572633,1.454852,0.348074,0.202536,1807.655514,2034.275164
15910,"[77, 69]",2.871920,1.155420,0.164461,0.294330,242.431724,1238.250103
15911,"[79, 59]",2.737459,1.288928,0.125671,0.131959,1040.674849,869.725515
15912,"[64, 61, 49]",4.352175,1.451724,0.122481,0.162841,442.467293,459.666728
15913,"[58, 46]",3.539305,0.486045,0.052305,0.152040,1032.278008,1932.760343
15914,"[79, 47, 57]",3.013664,0.755542,0.163625,0.168980,31.624368,287.578695
15915,"[58, 65]",3.007860,1.015338,0.331122,0.092680,1013.646499,1004.406556
15916,"[58, 70]",3.542761,0.480306,0.090809,0.139788,1285.792733,991.929588
15917,"[75, 71]",3.682838,0.340006,0.014648,0.079143,383.266130,1605.809487
15918,"[70, 72]",3.091881,0.930631,0.107444,0.209286,1970.107182,1571.178778
15919,"[55, 71]",2.637422,1.384715,0.007352,0.340391,1241.775284,765.334783
15920,"[74, 59, 47]",2.910702,0.808408,0.184928,0.204682,289.663710,1938.318581
15921,"[74, 59]",3.304983,0.716878,0.148143,0.166589,289.564797,1938.426733
15922,"[60, 72]",2.630565,1.391109,0.295045,0.077673,1996.987920,1827.840945
15923,"[75, 68, 47]",4.466248,2.780782,0.420185,0.311623,1547.567627,1279.023253
15924,"[76, 64]",5.372860,1.351444,0.059111,0.043032,767.009070,219.465886
15925,"[69, 56, 76]",2.517319,1.063510,0.155744,0.026203,1531.774757,1171.835298
15926,"[74, 56]",2.742606,1.278528,0.186425,0.163019,1858.262198,1516.897468
15927,"[49, 78]",3.154019,0.866978,0.344727,0.030880,90.710254,1348.292143
15928,"[69, 58, 74]",3.359402,1.225431,0.243280,0.296302,425.220993,1575.059674
15929,"[51, 77]",3.519371,0.501122,0.033111,0.027577,1511.742233,175.059201
15930,"[73, 70, 46, 54]",2.531479,0.879751,0.095543,0.178000,702.163308,639.463849
15931,"[55, 69]",3.142787,0.877348,0.004458,0.095565,678.480663,1449.939030
15932,"[51, 62]",2.891536,1.128322,0.012057,0.144698,1052.259286,467.063367
15933,"[66, 55, 78]",2.870414,1.337056,0.176396,0.318066,1599.461271,1998.639248
15934,"[69, 45]",3.482636,0.536832,0.192647,0.056195,387.536924,79.316912
15935,"[60, 65, 72]",3.338205,0.482785,0.164135,0.165769,1580.173503,1289.416876
15936,"[59, 66, 45]",2.251876,1.322038,0.383952,0.137792,1620.182306,163.737896
15937,"[65, 62]",2.825222,1.193446,0.118723,0.142949,974.322014,543.944439
15938,"[65, 62]",2.825222,1.193446,0.118723,0.142949,974.322014,543.944439
15939,"[55, 80]",5.875086,1.856592,0.147496,0.102707,844.130405,976.905252
15940,"[69, 47]",3.136436,0.881881,0.014088,0.136490,1596.541727,145.683517
15941,"[58, 67]",3.035524,0.982591,0.111153,0.188671,262.482152,1398.778328
15942,"[73, 69, 52, 55]",2.382497,0.949964,0.234268,0.404952,22.395906,494.373786
15943,"[58, 52]",2.930343,1.087048,0.063534,0.480578,1183.066096,1366.525170
15944,"[78, 70]",2.752383,1.264759,0.045350,0.316709,400.524092,1806.733240
15945,"[72, 61]",3.261273,0.755794,0.007150,0.021643,1561.471609,1343.011532
15946,"[72, 60]",5.107199,1.090425,0.019355,0.146367,1095.669524,1082.625210
15947,"[58, 71]",6.019691,2.003255,0.470412,0.012190,206.486187,45.141778
15948,"[56, 46, 65, 72]",2.247880,1.066651,0.249515,0.421548,206.819810,1012.182763
15949,"[56, 65, 72]",2.281483,1.229827,0.281169,0.242060,206.851252,1011.971609
15950,"[71, 74, 51]",3.620517,1.294665,0.491100,0.231421,21.847674,1377.869694
15951,"[72, 71]",2.987445,1.028086,0.057763,0.188766,879.169672,586.325972
15952,"[66, 72]",4.184583,0.169338,0.025518,0.031000,1155.846616,921.944674
15953,"[52, 75]",3.132900,0.881952,0.391286,0.064827,328.261485,83.238449
15954,"[64, 78]",2.560510,1.454190,0.223863,0.211323,440.355648,814.832952
15955,"[60, 53, 77]",2.389768,1.153750,0.282197,0.177178,1434.353791,829.215819
15956,"[72, 67]",7.505413,3.491234,0.115462,0.066103,1166.179427,586.292397
15957,"[75, 60]",3.067478,1.133723,0.001323,0.008077,1531.985860,194.458464
15958,"[75, 63]",2.649812,1.364312,0.280012,0.258627,1567.707550,150.718780
15959,"[79, 71]",3.179678,0.833774,0.139883,0.210659,1022.196328,719.528555
15960,"[72, 70]",3.189135,0.824044,0.259082,0.090873,1310.736436,1013.590574
15961,"[65, 76, 61]",3.220882,0.668503,0.153885,0.075020,1268.364158,942.205163
15962,"[70, 61, 78]",2.351520,1.176841,0.188983,0.316517,813.039252,1915.501061
15963,"[70, 57]",2.798158,1.214524,0.092885,0.056678,812.905793,1915.787612
15964,"[72, 65, 57]",3.673680,0.317259,0.081888,0.091732,1044.867002,1814.367906
15965,"[47, 77, 62]",3.268799,0.815753,0.068072,0.145508,1377.638263,564.468018
15966,"[55, 67]",2.848039,1.163855,0.021593,0.166951,1775.743170,518.742061
15967,"[70, 73]",3.406979,0.604590,0.123777,0.058436,2031.605563,271.446789
15968,"[69, 79]",3.545198,0.466296,0.024071,0.011894,996.026360,784.371865
15969,"[74, 46, 67]",2.747795,0.925982,0.114311,0.135986,1438.336399,291.785603
15970,"[72, 60]",3.192023,0.819160,0.118859,0.005275,1174.981176,985.899912
15971,"[64, 77, 46]",3.054832,0.924877,0.461748,0.055433,190.294808,1030.234535
15972,"[71, 73, 56, 52]",3.470740,1.791764,0.324847,0.190060,221.052897,173.085453
15973,"[73, 55]",3.278877,0.731128,0.124312,0.133423,396.232579,600.833045
15974,"[58, 79]",3.550559,0.459423,0.135741,0.091849,13.760962,228.672081
15975,"[79, 59, 49]",2.181307,1.301942,0.118798,0.343298,2010.481827,1836.058199
15976,"[57, 73, 69]",3.072219,0.789013,0.085565,0.260331,1786.847995,1649.093051
15977,"[63, 76, 54]",2.152083,1.363369,0.220173,0.425424,161.881274,1343.800950
15978,"[59, 79, 65]",3.095149,0.705312,0.121503,0.189753,1084.615918,1099.856520
15979,"[57, 51]",3.034395,0.974122,0.089995,0.053146,725.930484,1237.059956
15980,"[57, 51]",3.034395,0.974122,0.089995,0.053146,725.930484,1237.059956
15981,"[67, 74, 46]",2.946077,0.758586,0.149942,0.106445,815.016847,1021.847179
15982,"[70, 57]",4.281603,0.273515,0.148737,0.162429,1246.600387,1052.064132
15983,"[63, 58]",2.922123,1.085746,0.039955,0.284600,1633.753210,169.490934
15984,"[72, 54, 53]",2.968132,0.768681,0.106249,0.042716,309.021636,1871.539452
15985,"[72, 54, 51]",2.900470,0.841212,0.188948,0.167971,308.909275,1871.662766
15986,"[69, 77]",2.833770,1.173793,0.190735,0.108627,471.624172,1737.376713
15987,"[67, 74]",3.017426,0.990108,0.145601,0.209394,1445.501309,101.377907
15988,"[62, 80]",2.670532,1.336411,0.304979,0.085409,963.849319,1813.959323
15989,"[52, 63]",2.596180,1.409928,0.018401,0.377426,1560.795479,1875.173768
15990,"[75, 55, 64]",2.633697,1.029731,0.129712,0.095955,1128.043858,1021.147454
15991,"[75, 64, 57]",3.385082,1.418507,0.391803,0.234319,682.844229,1206.953142
15992,"[71, 76]",2.911596,1.093953,0.031908,0.234605,394.860418,1116.102998
15993,"[72, 52]",2.670514,1.334890,0.090819,0.449462,963.560969,762.338944
15994,"[67, 80]",2.801229,1.203971,0.019778,0.219004,1248.798773,932.053812
15995,"[73, 63]",3.330126,0.674743,0.226145,0.139802,1076.356755,677.054570
15996,"[67, 55, 48]",3.684010,1.966671,0.430488,0.146223,905.823820,1239.154813
15997,"[63, 76]",3.808141,0.196633,0.028347,0.078249,1607.606530,1363.941527
15998,"[65, 46]",2.910771,1.093951,0.334706,0.101187,1156.964279,892.020585
15999,"[72, 60]",2.898603,1.105942,0.104471,0.162836,1535.893577,1845.016413
16000,"[66, 49]",3.221990,0.782382,0.048132,0.100138,1535.788695,228.982271
16001,"[46, 58]",3.669197,0.334970,0.046689,0.118618,1976.283747,1612.150068
16002,"[74, 52]",2.878903,1.125085,0.104880,0.414989,1239.371485,793.705458
16003,"[63, 78]",2.798295,1.205519,0.441888,0.213956,56.484027,1106.889996
16004,"[76, 63]",3.943887,0.059900,0.038089,0.023646,976.785891,1267.953777
16005,"[57, 47]",3.101878,0.901732,0.050417,0.152592,439.893333,1300.864940
16006,"[57, 52]",2.797771,1.205839,0.175383,0.019687,439.768367,1301.037219
16007,"[78, 58]",3.622320,0.380727,0.138767,0.251793,1244.875343,1024.131040
16008,"[64, 59]",2.810396,1.192635,0.203972,0.020600,867.828164,695.619094
16009,"[55, 67]",3.123486,0.879498,0.237398,0.000116,1791.972590,1216.177571
16010,"[76, 65, 59]",3.226606,0.696792,0.105080,0.082566,1751.030532,953.286598
16011,"[46, 78, 64]",2.226279,1.262584,0.189485,0.410448,1482.892984,314.240543
16012,"[56, 47]",2.617607,1.384720,0.168373,0.216333,70.990465,173.183198
16013,"[71, 61, 53]",4.019085,1.112108,0.066966,0.161018,1332.715399,295.134236
16014,"[78, 70]",2.518581,1.483527,0.412893,0.268390,1866.230316,1375.754293
16015,"[69, 51]",2.966003,1.035941,0.119346,0.262186,153.592216,1267.138007
16016,"[65, 62]",2.883238,1.118371,0.338920,0.128634,1193.671092,792.100432
16017,"[64, 79]",2.675506,1.325289,0.026670,0.305626,1750.852035,1776.732070
16018,"[48, 74, 64, 62]",2.545127,1.015815,0.374682,0.084318,967.573479,478.421253
16019,"[48, 55]",2.475196,1.525176,0.311899,0.325946,967.428667,478.765558
16020,"[46, 59]",3.509233,0.491070,0.168592,0.014226,1504.469592,1053.639479
16021,"[78, 63, 45]",2.134543,1.337586,0.170069,0.348075,1074.513810,446.781425
16022,"[70, 73]",3.505348,0.494695,0.100149,0.172937,26.338175,1117.053418
16023,"[53, 61]",3.446858,0.553114,0.096406,0.221867,1260.908561,537.916482
16024,"[51, 80]",2.785232,1.214694,0.087127,0.173859,1901.668009,859.431453
16025,"[47, 73]",3.445893,0.553943,0.160105,0.031499,1119.665888,901.774103
16026,"[75, 71, 57]",3.214215,0.597165,0.122151,0.069341,1381.887929,177.741565
16027,"[53, 75]",2.948724,1.049915,0.218402,0.014443,679.896899,242.408217
16028,"[61, 63]",2.764108,1.234113,0.057392,0.222799,1488.305899,1241.027187
16029,"[70, 57]",4.584948,0.586745,0.045843,0.134396,1421.048641,207.452902
16030,"[75, 68]",3.462361,0.535486,0.066708,0.050903,302.265483,1805.996984
16031,"[64, 76]",3.007523,0.989854,0.131741,0.120803,1496.507597,1071.653179
16032,"[65, 73]",3.168135,0.829007,0.049565,0.268382,1823.066465,1794.946940
16033,"[48, 59]",2.942959,1.053664,0.198692,0.041350,1378.563795,2025.956561
16034,"[80, 57, 70]",3.086531,1.021273,0.190859,0.118621,1352.361838,591.224738
16035,"[73, 68]",3.854373,0.141745,0.071946,0.021210,912.389017,507.856517
16036,"[74, 48]",2.635143,1.360973,0.023838,0.248235,638.199090,1515.854666
16037,"[72, 53]",2.757249,1.238827,0.075783,0.004185,1160.576956,333.123204
16038,"[78, 68]",2.511063,1.484650,0.240384,0.323578,1098.996777,1639.895926
16039,"[49, 55]",2.947073,1.048378,0.128461,0.119693,511.726291,233.195091
16040,"[77, 61]",2.960938,1.034426,0.119767,0.040577,931.889569,544.339150
16041,"[47, 56]",2.655025,1.340256,0.193612,0.064123,928.670753,878.312972
16042,"[65, 61]",3.259559,0.735692,0.311548,0.087408,60.164551,91.691587
16043,"[52, 80]",2.921205,1.073912,0.059558,0.015254,852.299460,598.109899
16044,"[75, 68, 56]",2.583197,1.024795,0.180525,0.045819,450.570355,723.701293
16045,"[75, 68, 56]",2.583197,1.024795,0.180525,0.045819,450.570355,723.701293
16046,"[51, 78, 69]",2.268432,1.243422,0.527639,0.202259,2036.877608,1948.522982
16047,"[69, 59]",2.632880,1.361262,0.166046,0.428331,945.292894,511.467374
16048,"[65, 56]",3.615995,0.377855,0.237966,0.010184,815.223928,1011.659486
16049,"[60, 70, 53]",2.295908,1.201896,0.238383,0.184726,1659.592264,277.304597
16050,"[70, 80, 57]",2.625416,0.973232,0.037849,0.094287,1291.114556,547.806033
16051,"[78, 52, 57]",2.207013,1.291163,0.593630,0.287047,723.902106,756.669255
16052,"[55, 74, 46]",2.481761,1.080059,0.185580,0.109624,412.981019,1770.007863
16053,"[52, 76]",3.010399,0.981998,0.032211,0.241929,91.939216,1101.565036
16054,"[65, 79, 62]",2.827548,0.867204,0.084389,0.200122,1025.350485,619.803022
16055,"[47, 70]",2.810384,1.180937,0.215605,0.028337,1877.963348,1461.917671
16056,"[59, 63, 80]",2.538654,1.027519,0.084301,0.357100,1328.342753,404.384350
16057,"[77, 64, 62]",3.155037,0.889608,0.163256,0.284268,1345.755516,809.200085
16058,"[80, 60]",2.893300,1.097622,0.139673,0.120852,1479.183815,1959.912953
16059,"[78, 68]",3.078004,0.912460,0.219518,0.172344,2029.172681,1774.513583
16060,"[65, 58, 52]",2.255782,1.266252,0.049354,0.337075,1596.337535,322.702797
16061,"[78, 66]",2.516542,1.473670,0.016935,0.397730,50.062932,1995.616393
16062,"[78, 68]",2.710535,1.279642,0.074431,0.466659,100.083878,1414.315731
16063,"[72, 71]",2.847447,1.142404,0.115401,0.174196,1629.077609,1381.903096
16064,"[46, 58, 63]",2.881607,0.931034,0.277525,0.225956,1832.595931,1352.445145
16065,"[64, 56]",2.930783,1.058007,0.025837,0.125042,1093.050334,473.438804
16066,"[55, 71]",2.711210,1.277569,0.131352,0.057748,529.322181,2009.177312
16067,"[56, 50]",2.540223,1.448502,0.397489,0.206314,1902.867483,1875.317420
16068,"[77, 71]",2.752212,1.235482,0.210526,0.353564,880.391640,1170.144330
16069,"[68, 72, 47]",3.095100,1.170514,0.267992,0.070111,1858.880467,1352.819359
16070,"[45, 60, 78, 63]",2.395640,1.273821,0.222070,0.377197,1767.350318,1183.036088
16071,"[66, 78]",8.030558,4.044198,0.260313,0.127076,129.677143,1039.096921
16072,"[79, 65, 54]",2.337224,1.167220,0.367705,0.310186,605.330472,1953.132111
16073,"[79, 65, 54]",2.337224,1.167220,0.367705,0.310186,605.330472,1953.132111
16074,"[55, 68]",3.536111,0.449759,0.002565,0.119880,1128.210484,1045.359049
16075,"[55, 68]",3.536111,0.449759,0.002565,0.119880,1128.210484,1045.359049
16076,"[64, 49, 61]",2.899541,0.768412,0.088603,0.123139,1025.024444,489.899300
16077,"[75, 65]",3.060930,0.924557,0.089039,0.182235,2042.931939,837.570691
16078,"[71, 79]",2.919406,1.065834,0.181744,0.088596,1454.062858,2020.904352
16079,"[51, 58]",3.631432,0.353693,0.187910,0.009205,1503.384518,1114.482887
16080,"[80, 49]",2.526136,1.458531,0.009631,0.427586,2027.610573,1724.727690
16081,"[63, 48]",2.920685,1.063659,0.002935,0.028178,43.871188,1071.589866
16082,"[57, 79]",6.152235,2.168048,0.104195,0.021848,752.894645,798.521719
16083,"[79, 60]",3.413339,0.570775,0.056036,0.289729,1075.447943,1673.194073
16084,"[69, 79]",3.061224,0.922752,0.301657,0.073163,996.674719,663.186624
16085,"[69, 79]",3.061224,0.922752,0.301657,0.073163,996.674719,663.186624
16086,"[64, 72]",2.983551,1.000333,0.000500,0.106115,1815.252504,974.634284
16087,"[76, 64, 49, 59]",3.048461,0.855138,0.118351,0.144622,1190.693530,694.002349
16088,"[76, 49, 65]",3.202386,0.590072,0.141137,0.113687,1190.682648,694.021967
16089,"[65, 73]",3.479345,0.504005,0.040908,0.048683,1115.494458,1038.772956
16090,"[78, 45, 63]",2.737927,1.116439,0.353568,0.311103,922.094013,1302.795841
16091,"[73, 55, 50]",2.637982,0.997629,0.134774,0.359752,1195.744240,712.307430
16092,"[67, 59, 46]",2.722191,0.930940,0.296260,0.211620,1147.429394,852.326917
16093,"[67, 75]",3.102336,0.880489,0.136105,0.244236,700.831840,1382.039638
16094,"[64, 75, 55]",2.587914,1.130977,0.157043,0.616194,2044.239110,36.669211
16095,"[65, 53]",3.200327,0.781704,0.142273,0.012672,1135.136029,1575.078737
16096,"[64, 77]",3.655894,0.325698,0.016306,0.200972,1932.730847,1566.581517
16097,"[55, 45]",3.012793,0.968792,0.327039,0.170386,1635.455759,1297.531189
16098,"[79, 46]",2.996070,0.984645,0.161339,0.008544,1383.849634,205.922612
16099,"[56, 67]",6.023070,2.042644,0.024761,0.025266,194.866116,764.791323
